month,level_1,level_2,value
2014-01,All Items,Household Durables And Services,99.21
2014-01,All Items,Health Care,98.67
2014-01,All Items,Transport,100.312
2014-01,All Items,Communication,99.711
2014-01,All Items,Recreation & Culture,100.233
2014-01,All Items,Education,99.478
2014-01,All Items,Miscellaneous Goods & Services,98.849
2014-02,All Items,Food,99.184
2014-02,All Items,Food Excl Food Servicing Services,99.05
2014-02,All Items,Food Servicing Services,99.258
2014-02,All Items,Clothing & Footwear,98.836
2014-02,All Items,Housing & Utilities,100.978
2014-02,All Items,Household Durables And Services,99.047
2014-02,All Items,Health Care,99.046
2014-02,All Items,Transport,100.948
2014-02,All Items,Communication,99.686
2014-02,All Items,Recreation & Culture,100.061
2014-02,All Items,Education,99.394
2014-02,All Items,Miscellaneous Goods & Services,98.638
2014-03,All Items,Food,99.313
2014-03,All Items,Food Excl Food Servicing Services,99.097
2014-03,All Items,Food Servicing Services,99.433
2014-03,All Items,Clothing & Footwear,101.959
2014-03,All Items,Housing & Utilities,100.895
2014-03,All Items,Household Durables And Services,99.379
2014-03,All Items,Health Care,99.493
2014-03,All Items,Transport,101.547
2014-03,All Items,Communication,99.301
2014-03,All Items,Recreation & Culture,100.023
2014-03,All Items,Education,99.394
2014-03,All Items,Miscellaneous Goods & Services,99.795
2014-04,All Items,Food,99.462
2014-04,All Items,Food Excl Food Servicing Services,99.286
2014-04,All Items,Food Servicing Services,99.56
2014-04,All Items,Clothing & Footwear,102.022
2014-04,All Items,Housing & Utilities,98.743
2014-04,All Items,Household Durables And Services,99.401
2014-04,All Items,Health Care,99.772
2014-04,All Items,Transport,101.591
2014-04,All Items,Communication,99.639
2014-04,All Items,Recreation & Culture,100.387
2014-04,All Items,Education,99.65
2014-04,All Items,Miscellaneous Goods & Services,100.612
2014-05,All Items,Food,99.829
2014-05,All Items,Food Excl Food Servicing Services,99.75
2014-05,All Items,Food Servicing Services,99.873
2014-05,All Items,Clothing & Footwear,100.615
2014-05,All Items,Housing & Utilities,100.8
2014-05,All Items,Household Durables And Services,100.161
2014-05,All Items,Health Care,99.94
2014-05,All Items,Transport,99.944
2014-05,All Items,Communication,99.667
2014-05,All Items,Recreation & Culture,100.093
2014-05,All Items,Education,99.655
2014-05,All Items,Miscellaneous Goods & Services,100.401
2014-06,All Items,Food,99.864
2014-06,All Items,Food Excl Food Servicing Services,99.637
2014-06,All Items,Food Servicing Services,99.99
2014-06,All Items,Clothing & Footwear,98.147
2014-06,All Items,Housing & Utilities,100.638
2014-06,All Items,Household Durables And Services,100.092
2014-06,All Items,Health Care,100.298
2014-06,All Items,Transport,99.738
2014-06,All Items,Communication,99.277
2014-06,All Items,Recreation & Culture,100.043
2014-06,All Items,Education,99.621
2014-06,All Items,Miscellaneous Goods & Services,99.752
2014-07,All Items,Food,100.011
2014-07,All Items,Food Excl Food Servicing Services,99.861
2014-07,All Items,Food Servicing Services,100.094
2014-07,All Items,Clothing & Footwear,98.781
2014-07,All Items,Housing & Utilities,99.082
2014-07,All Items,Household Durables And Services,100.428
2014-07,All Items,Health Care,100.96
2014-07,All Items,Transport,99.544
2014-07,All Items,Communication,99.501
2014-07,All Items,Recreation & Culture,99.758
2014-07,All Items,Education,99.804
2014-07,All Items,Miscellaneous Goods & Services,100.561
2014-08,All Items,Food,100.134
2014-08,All Items,Food Excl Food Servicing Services,100.118
2014-08,All Items,Food Servicing Services,100.143
2014-08,All Items,Clothing & Footwear,101.292
2014-08,All Items,Housing & Utilities,100.341
2014-08,All Items,Household Durables And Services,100.492
2014-08,All Items,Health Care,101.126
2014-08,All Items,Transport,99.963
2014-08,All Items,Communication,99.476
2014-08,All Items,Recreation & Culture,99.667
2014-08,All Items,Education,100.36
2014-08,All Items,Miscellaneous Goods & Services,100.582
2014-09,All Items,Food,100.312
2014-09,All Items,Food Excl Food Servicing Services,100.331
2014-09,All Items,Food Servicing Services,100.301
2014-09,All Items,Clothing & Footwear,98.893
2014-09,All Items,Housing & Utilities,100.104
2014-09,All Items,Household Durables And Services,100.328
2014-09,All Items,Health Care,99.993
2014-09,All Items,Transport,99.75
2014-09,All Items,Communication,100.735
2014-09,All Items,Recreation & Culture,99.381
2014-09,All Items,Education,100.659
2014-09,All Items,Miscellaneous Goods & Services,99.876
2014-10,All Items,Food,100.556
2014-10,All Items,Food Excl Food Servicing Services,100.532
2014-10,All Items,Food Servicing Services,100.57
2014-10,All Items,Clothing & Footwear,99.683
2014-10,All Items,Housing & Utilities,98.541
2014-10,All Items,Household Durables And Services,100.332
2014-10,All Items,Health Care,100.139
2014-10,All Items,Transport,99.385
2014-10,All Items,Communication,101.016
2014-10,All Items,Recreation & Culture,99.995
2014-10,All Items,Education,100.661
2014-10,All Items,Miscellaneous Goods & Services,100.382
2014-11,All Items,Food,100.752
2014-11,All Items,Food Excl Food Servicing Services,100.818
2014-11,All Items,Food Servicing Services,100.715
2014-11,All Items,Clothing & Footwear,99.741
2014-11,All Items,Housing & Utilities,99.532
2014-11,All Items,Household Durables And Services,100.265
2014-11,All Items,Health Care,100.095
2014-11,All Items,Transport,98.875
2014-11,All Items,Communication,100.943
2014-11,All Items,Recreation & Culture,99.9
2014-11,All Items,Education,100.661
2014-11,All Items,Miscellaneous Goods & Services,99.962
2014-12,All Items,Food,100.94
2014-12,All Items,Food Excl Food Servicing Services,101.015
2014-12,All Items,Food Servicing Services,100.899
2014-12,All Items,Clothing & Footwear,98.955
2014-12,All Items,Housing & Utilities,99.299
2014-12,All Items,Household Durables And Services,100.412
2014-12,All Items,Health Care,100.215
2014-12,All Items,Transport,98.347
2014-12,All Items,Communication,100.849
2014-12,All Items,Recreation & Culture,100.144
2014-12,All Items,Education,100.661
2014-12,All Items,Miscellaneous Goods & Services,99.592
2015-01,All Items,Food,101.477
2015-01,All Items,Food Excl Food Servicing Services,101.621
2015-01,All Items,Food Servicing Services,101.397
2015-01,All Items,Clothing & Footwear,98.748
2015-01,All Items,Housing & Utilities,98.613
2015-01,All Items,Household Durables And Services,100.56
2015-01,All Items,Health Care,99.245
2015-01,All Items,Transport,97.241
2015-01,All Items,Communication,100.819
2015-01,All Items,Recreation & Culture,99.751
2015-01,All Items,Education,102.495
2015-01,All Items,Miscellaneous Goods & Services,99.607
2015-02,All Items,Food,101.708
2015-02,All Items,Food Excl Food Servicing Services,102.218
2015-02,All Items,Food Servicing Services,101.425
2015-02,All Items,Clothing & Footwear,98.877
2015-02,All Items,Housing & Utilities,98.392
2015-02,All Items,Household Durables And Services,100.957
2015-02,All Items,Health Care,99.196
2015-02,All Items,Transport,97.167
2015-02,All Items,Communication,100.771
2015-02,All Items,Recreation & Culture,100.41
2015-02,All Items,Education,102.94
2015-02,All Items,Miscellaneous Goods & Services,100.017
2015-03,All Items,Food,101.371
2015-03,All Items,Food Excl Food Servicing Services,101.071
2015-03,All Items,Food Servicing Services,101.537
2015-03,All Items,Clothing & Footwear,101.121
2015-03,All Items,Housing & Utilities,98.198
2015-03,All Items,Household Durables And Services,100.937
2015-03,All Items,Health Care,99.337
2015-03,All Items,Transport,98.799
2015-03,All Items,Communication,101.782
2015-03,All Items,Recreation & Culture,100.483
2015-03,All Items,Education,102.855
2015-03,All Items,Miscellaneous Goods & Services,99.967
2015-04,All Items,Food,101.504
2015-04,All Items,Food Excl Food Servicing Services,101.015
2015-04,All Items,Food Servicing Services,101.776
2015-04,All Items,Clothing & Footwear,99.995
2015-04,All Items,Housing & Utilities,95.063
2015-04,All Items,Household Durables And Services,101.079
2015-04,All Items,Health Care,99.381
2015-04,All Items,Transport,100.128
2015-04,All Items,Communication,101.748
2015-04,All Items,Recreation & Culture,100.113
2015-04,All Items,Education,102.874
2015-04,All Items,Miscellaneous Goods & Services,100.198
2015-05,All Items,Food,101.66
2015-05,All Items,Food Excl Food Servicing Services,100.803
2015-05,All Items,Food Servicing Services,102.136
2015-05,All Items,Clothing & Footwear,100.636
2015-05,All Items,Housing & Utilities,96.981
2015-05,All Items,Household Durables And Services,98.199
2015-05,All Items,Health Care,99.774
2015-05,All Items,Transport,100.796
2015-05,All Items,Communication,99.939
2015-05,All Items,Recreation & Culture,99.949
2015-05,All Items,Education,102.718
2015-05,All Items,Miscellaneous Goods & Services,100.126
2015-06,All Items,Food,101.814
2015-06,All Items,Food Excl Food Servicing Services,100.766
2015-06,All Items,Food Servicing Services,102.396
2015-06,All Items,Clothing & Footwear,98.295
2015-06,All Items,Housing & Utilities,96.736
2015-06,All Items,Household Durables And Services,98.265
2015-06,All Items,Health Care,100.031
2015-06,All Items,Transport,100.667
2015-06,All Items,Communication,99.818
2015-06,All Items,Recreation & Culture,100.162
2015-06,All Items,Education,102.718
2015-06,All Items,Miscellaneous Goods & Services,99.635
2015-07,All Items,Food,101.87
2015-07,All Items,Food Excl Food Servicing Services,100.652
2015-07,All Items,Food Servicing Services,102.546
2015-07,All Items,Clothing & Footwear,99.555
2015-07,All Items,Housing & Utilities,95.568
2015-07,All Items,Household Durables And Services,98.387
2015-07,All Items,Health Care,100.59
2015-07,All Items,Transport,99.646
2015-07,All Items,Communication,99.292
2015-07,All Items,Recreation & Culture,100.075
2015-07,All Items,Education,103.388
2015-07,All Items,Miscellaneous Goods & Services,99.879
2015-08,All Items,Food,102.002
2015-08,All Items,Food Excl Food Servicing Services,100.871
2015-08,All Items,Food Servicing Services,102.631
2015-08,All Items,Clothing & Footwear,100.334
2015-08,All Items,Housing & Utilities,96.73
2015-08,All Items,Household Durables And Services,98.257
2015-08,All Items,Health Care,100.615
2015-08,All Items,Transport,97.702
2015-08,All Items,Communication,99.249
2015-08,All Items,Recreation & Culture,100.016
2015-08,All Items,Education,104.081
2015-08,All Items,Miscellaneous Goods & Services,100.187
2015-09,All Items,Food,102.133
2015-09,All Items,Food Excl Food Servicing Services,101.065
2015-09,All Items,Food Servicing Services,102.726
2015-09,All Items,Clothing & Footwear,101.203
2015-09,All Items,Housing & Utilities,96.486
2015-09,All Items,Household Durables And Services,98.784
2015-09,All Items,Health Care,100.679
2015-09,All Items,Transport,97.604
2015-09,All Items,Communication,99.227
2015-09,All Items,Recreation & Culture,100.057
2015-09,All Items,Education,104.187
2015-09,All Items,Miscellaneous Goods & Services,99.981
2015-10,All Items,Food,102.406
2015-10,All Items,Food Excl Food Servicing Services,101.422
2015-10,All Items,Food Servicing Services,102.952
2015-10,All Items,Clothing & Footwear,100.63
2015-10,All Items,Housing & Utilities,94.321
2015-10,All Items,Household Durables And Services,98.762
2015-10,All Items,Health Care,100.778
2015-10,All Items,Transport,97.702
2015-10,All Items,Communication,100.378
2015-10,All Items,Recreation & Culture,100.414
2015-10,All Items,Education,104.34
2015-10,All Items,Miscellaneous Goods & Services,99.873
2015-11,All Items,Food,102.37
2015-11,All Items,Food Excl Food Servicing Services,101.22
2015-11,All Items,Food Servicing Services,103.009
2015-11,All Items,Clothing & Footwear,101.175
2015-11,All Items,Housing & Utilities,95.338
2015-11,All Items,Household Durables And Services,98.913
2015-11,All Items,Health Care,99.546
2015-11,All Items,Transport,97.738
2015-11,All Items,Communication,100.083
2015-11,All Items,Recreation & Culture,100.671
2015-11,All Items,Education,104.34
2015-11,All Items,Miscellaneous Goods & Services,99.42
2015-12,All Items,Food,102.489
2015-12,All Items,Food Excl Food Servicing Services,101.471
2015-12,All Items,Food Servicing Services,103.055
2015-12,All Items,Clothing & Footwear,100.155
2015-12,All Items,Housing & Utilities,95.087
2015-12,All Items,Household Durables And Services,99.151
2015-12,All Items,Health Care,99.562
2015-12,All Items,Transport,97.508
2015-12,All Items,Communication,100.717
2015-12,All Items,Recreation & Culture,101.538
2015-12,All Items,Education,104.34
2015-12,All Items,Miscellaneous Goods & Services,99.588
2016-01,All Items,Food,103.204
2016-01,All Items,Food Excl Food Servicing Services,103.122
2016-01,All Items,Food Servicing Services,103.249
2016-01,All Items,Clothing & Footwear,101.324
2016-01,All Items,Housing & Utilities,94.626
2016-01,All Items,Household Durables And Services,99.191
2016-01,All Items,Health Care,99.947
2016-01,All Items,Transport,95.76
2016-01,All Items,Communication,100.145
2016-01,All Items,Recreation & Culture,100.583
2016-01,All Items,Education,105.157
2016-01,All Items,Miscellaneous Goods & Services,99.86
2016-02,All Items,Food,103.692
2016-02,All Items,Food Excl Food Servicing Services,103.797
2016-02,All Items,Food Servicing Services,103.634
2016-02,All Items,Clothing & Footwear,101.323
2016-02,All Items,Housing & Utilities,94.386
2016-02,All Items,Household Durables And Services,100.329
2016-02,All Items,Health Care,99.872
2016-02,All Items,Transport,94.356
2016-02,All Items,Communication,99.842
2016-02,All Items,Recreation & Culture,100.539
2016-02,All Items,Education,105.367
2016-02,All Items,Miscellaneous Goods & Services,100.513
2016-03,All Items,Food,103.634
2016-03,All Items,Food Excl Food Servicing Services,103.364
2016-03,All Items,Food Servicing Services,103.784
2016-03,All Items,Clothing & Footwear,102.475
2016-03,All Items,Housing & Utilities,94.116
2016-03,All Items,Household Durables And Services,100.599
